OA11CD,LSOA11CD,All Ages,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90
E00077147,E01015264,110,0,0,0,0,0,1,1,1,1,0,2,1,2,1,2,0,1,0,1,0,0,1,0,0,0,1,0,0,2,1,1,1,1,1,0,2,0,0,1,1,2,0,1,1,0,0,0,1,1,1,1,3,3,2,2,4,0,3,2,2,1,3,1,2,1,3,2,1,0,0,4,1,3,0,1,3,4,3,1,6,1,2,2,1,2,2,0,1,0,1,2
E00077126,E01015265,120,0,1,1,2,0,0,1,0,0,0,0,2,1,2,0,0,2,0,2,0,0,0,3,0,0,1,1,0,0,0,0,1,1,0,1,1,0,0,0,1,0,3,3,1,2,1,2,1,1,2,1,1,1,2,3,0,3,3,1,0,3,1,0,3,1,3,2,5,6,3,2,1,1,1,1,5,3,8,1,2,2,4,1,1,1,1,0,0,1,1,1
E00077127,E01015265,157,6,3,4,1,4,3,2,1,1,2,1,4,1,2,1,0,2,2,1,2,1,2,1,3,2,1,0,1,1,2,1,2,1,1,0,1,0,2,0,0,1,0,6,3,2,3,2,3,3,5,2,2,1,4,2,4,0,2,0,2,2,2,2,0,2,2,1,1,1,3,3,2,1,6,1,2,3,2,1,3,2,0,1,1,1,0,0,0,0,0,0
E00077130,E01015265,121,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,2,3,0,2,0,0,0,0,1,1,0,1,2,0,1,0,0,1,1,0,0,0,0,1,0,2,1,0,0,1,2,1,4,1,1,0,0,2,2,3,3,1,1,2,2,3,0,3,3,3,5,4,5,5,5,0,2,3,4,1,3,2,2,3,1,1,3,0,0,1,0,9
E00077132,E01015265,190,4,1,2,1,3,4,4,3,2,3,3,4,2,6,5,4,3,1,2,4,8,3,1,5,2,4,1,3,2,0,0,4,1,2,2,1,2,0,1,3,3,3,4,1,2,1,4,5,5,4,3,1,1,0,2,1,1,2,5,1,3,2,0,1,1,3,0,3,2,2,2,0,1,0,2,2,3,0,2,0,1,1,1,1,1,0,0,0,1,0,0
E00077134,E01015265,139,1,1,0,1,1,2,0,0,0,0,0,2,0,1,0,1,0,0,0,1,1,0,0,0,3,1,0,1,0,0,3,0,1,2,0,0,1,0,0,1,0,0,1,4,1,2,1,2,2,5,6,0,3,0,1,2,3,5,4,6,3,3,2,5,3,2,3,3,9,5,1,3,1,1,1,2,2,3,2,1,1,1,2,4,1,0,0,1,0,1,0
E00077124,E01015266,103,1,1,0,1,4,1,1,3,4,1,0,3,0,3,2,0,1,1,0,2,0,2,1,4,1,2,1,2,1,1,2,1,3,0,0,2,0,0,2,1,2,3,1,0,0,0,0,1,0,3,1,3,2,1,3,2,1,2,2,3,1,2,0,0,2,1,0,1,0,2,2,1,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0
E00077131,E01015266,143,2,2,2,1,0,3,1,2,4,0,5,3,2,3,2,2,2,3,4,1,0,5,1,1,1,1,3,1,2,1,2,2,3,1,3,0,1,1,2,3,2,1,3,0,1,1,3,0,1,4,0,1,0,2,1,1,0,1,4,0,0,2,3,0,5,1,2,1,3,4,4,0,1,1,2,0,1,0,2,1,1,2,0,0,3,0,0,0,0,0,0
E00077133,E01015266,194,2,2,1,1,4,3,2,4,3,4,5,1,8,2,7,2,4,4,8,5,2,2,2,1,4,2,3,2,3,4,2,1,1,3,3,2,2,3,2,4,2,10,0,0,1,0,2,3,1,3,3,3,2,5,4,1,1,2,1,3,2,2,4,3,0,0,1,2,2,2,0,0,1,1,1,0,0,1,1,1,0,0,1,0,1,0,1,0,0,0,0
E00077137,E01015266,118,0,2,1,0,0,1,1,1,2,0,0,0,2,1,2,0,2,0,4,1,1,2,2,1,3,3,0,0,0,2,0,0,3,2,1,1,0,2,0,0,1,1,2,2,3,2,1,2,6,1,2,2,0,0,2,4,2,2,1,3,2,5,0,2,3,2,0,0,1,1,3,1,1,3,2,1,1,0,1,0,1,1,1,2,0,0,1,0,1,0,0
E00077138,E01015266,155,3,3,1,2,3,3,6,6,4,3,3,2,5,6,3,2,0,2,3,5,4,2,2,1,3,0,0,3,0,1,2,3,1,2,2,1,1,0,1,1,2,2,1,2,1,2,5,1,0,1,3,1,2,1,4,3,2,2,0,1,2,0,0,3,0,2,2,1,1,3,1,0,1,0,0,2,0,0,0,1,0,1,0,0,0,1,0,0,1,1,1
E00077165,E01015267,94,0,0,0,0,0,1,0,0,0,0,1,2,1,0,0,2,0,2,0,0,0,0,0,0,0,1,1,0,0,0,2,1,0,1,0,1,2,1,1,0,1,2,1,0,1,0,1,1,3,2,3,1,3,2,2,1,3,0,0,0,2,1,4,3,4,1,3,1,1,4,4,2,3,3,1,0,3,1,0,1,2,0,0,0,0,0,0,1,1,0,1
E00077166,E01015267,129,0,3,0,1,0,2,1,1,0,0,0,0,0,0,1,1,0,1,0,2,2,2,4,2,2,0,1,2,3,0,0,2,2,0,0,1,2,1,0,0,0,0,0,2,1,2,7,0,2,2,3,0,3,2,2,3,7,3,3,2,4,1,2,7,2,1,2,1,1,4,0,3,1,1,3,0,1,2,0,1,1,2,1,0,1,1,0,0,3,0,0
E00077167,E01015267,170,1,2,1,0,2,1,0,3,1,0,2,1,2,0,3,0,0,0,0,0,0,2,1,1,1,1,2,2,4,0,3,1,2,3,3,2,2,1,2,1,2,2,3,0,3,6,0,1,6,0,1,2,5,5,5,2,5,3,4,4,5,6,4,4,4,3,4,1,6,1,0,2,0,5,2,1,0,0,0,3,1,1,0,1,0,0,3,0,0,1,0
E00077171,E01015267,122,3,3,1,1,0,1,2,2,1,0,0,0,1,0,0,0,0,0,0,0,3,2,2,2,3,1,0,0,1,0,5,1,1,1,4,1,3,3,0,1,1,2,1,1,1,4,2,4,1,1,2,0,3,2,4,3,4,1,4,3,0,1,2,1,1,5,3,0,1,2,1,0,0,1,4,1,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0
E00077172,E01015267,123,1,1,0,0,1,0,1,0,2,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,2,2,0,0,1,0,2,0,0,1,0,0,0,0,0,0,1,2,1,2,2,2,2,2,2,1,1,1,2,2,1,1,2,0,2,5,5,1,5,3,2,2,2,8,2,7,4,1,2,1,2,3,0,3,1,2,2,1,2,0,3,0,0,1,2,0,4
E00077174,E01015267,170,0,1,2,1,2,2,1,0,2,2,0,0,1,0,1,3,1,0,1,2,1,0,1,2,0,0,1,0,0,2,0,3,0,1,0,0,0,0,3,1,0,2,3,1,1,2,3,0,3,5,2,10,5,5,2,4,3,5,1,1,3,4,4,1,2,4,3,1,7,4,4,2,1,1,2,0,0,0,3,1,0,1,2,2,3,3,1,2,1,6,7
E00077152,E01015268,116,1,1,0,0,2,0,0,1,1,0,0,0,0,2,1,2,2,1,0,0,2,0,3,0,0,1,0,1,1,1,1,1,1,1,0,2,1,0,0,3,3,1,2,1,2,1,2,4,1,2,6,2,4,1,3,4,3,2,2,1,1,5,0,3,3,3,0,0,3,1,4,4,1,2,1,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,1
E00077153,E01015268,143,2,0,0,0,0,0,0,0,1,1,0,2,1,2,2,0,0,0,1,3,0,2,1,2,0,0,1,0,0,0,0,1,1,2,0,1,1,1,1,2,0,1,1,2,0,1,0,1,1,4,1,6,1,2,4,2,2,3,0,1,2,3,2,3,2,3,5,3,8,3,1,3,5,0,5,0,2,2,4,0,4,0,3,2,0,2,6,1,1,1,3
E00077161,E01015268,132,0,2,1,0,2,2,0,0,3,1,0,1,1,2,0,1,1,0,0,0,2,0,1,0,2,0,1,1,1,0,3,1,0,1,1,1,2,1,0,0,2,0,0,3,1,5,4,2,0,5,4,0,4,3,5,2,2,1,0,2,1,1,2,2,1,0,2,3,5,3,2,4,4,5,0,2,2,3,3,3,1,1,1,0,1,0,0,0,0,0,0
E00077164,E01015268,154,5,1,1,3,4,1,2,0,2,0,1,0,0,1,1,0,0,3,4,1,0,0,2,2,2,1,4,3,2,1,2,0,1,2,1,2,2,3,2,2,2,2,1,1,2,2,3,3,0,1,4,4,4,3,4,3,1,2,4,2,2,0,2,3,5,5,1,1,2,1,0,3,0,1,4,4,2,1,1,0,0,1,0,1,0,0,0,0,1,0,1
E00077170,E01015268,129,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,1,0,2,0,0,2,2,1,2,3,0,0,3,3,1,8,1,2,1,2,4,1,1,1,1,3,4,5,4,3,3,2,2,6,3,2,2,5,2,5,4,4,3,2,1,1,3,2,0,0,1,1,3
E00077173,E01015268,124,0,1,0,2,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,2,0,1,0,0,0,0,0,2,0,0,1,1,1,1,1,0,1,0,0,1,3,1,1,0,4,1,2,1,1,2,4,0,2,1,1,0,1,4,4,4,0,1,4,2,5,8,5,0,4,3,3,5,1,4,1,1,0,2,1,1,1,1,0,1,3,2,7
E00077150,E01015269,136,1,1,2,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,1,2,0,0,0,0,1,0,0,0,2,1,0,1,1,1,2,1,1,1,0,4,3,7,1,1,2,1,4,2,4,3,1,5,2,2,3,2,4,7,5,4,1,2,1,2,6,2,3,2,3,0,1,1,5,2,0,1,2,0,2,1,0,1,1,1,0,1,0,0,0,3
E00077155,E01015269,112,1,1,0,1,1,0,0,1,1,1,1,1,0,0,0,0,2,4,0,1,1,0,0,0,1,2,5,2,2,0,0,1,0,0,2,1,1,1,2,0,1,0,1,3,2,2,0,1,0,3,0,0,0,1,2,0,1,0,0,1,1,1,2,2,3,4,0,3,3,3,3,2,4,3,3,2,2,4,0,0,2,1,2,2,1,0,0,0,0,0,4
E00077156,E01015269,146,1,1,0,3,0,0,0,0,2,2,1,1,0,0,0,0,0,0,1,0,1,1,1,3,0,0,4,6,0,4,0,1,0,1,0,3,0,2,4,2,0,1,0,3,2,1,1,1,3,3,3,1,3,2,1,2,0,2,3,5,2,2,1,0,5,1,3,4,2,2,4,2,4,5,2,2,2,1,1,0,1,1,3,2,3,0,0,1,1,1,6
E00077175,E01015269,151,0,0,1,1,0,1,0,1,3,0,1,2,0,1,1,4,0,0,3,0,2,0,1,2,0,4,0,3,1,3,1,3,1,0,0,0,0,4,0,0,1,3,1,0,1,2,4,3,2,3,3,1,1,3,1,6,1,3,5,3,1,6,1,1,3,2,5,4,0,6,3,5,1,2,0,4,1,3,2,0,2,0,1,1,2,1,0,0,1,1,1
E00077177,E01015269,149,0,1,2,0,2,3,0,1,0,3,0,0,2,0,0,0,0,5,4,0,0,0,2,1,0,0,5,0,2,4,0,0,2,1,0,2,1,2,1,1,0,0,5,3,3,2,1,0,3,3,2,1,5,1,0,0,4,3,3,4,1,4,1,3,4,4,3,1,5,6,4,0,7,2,0,1,0,1,2,1,1,1,0,0,0,0,0,0,1,1,5
E00077178,E01015269,73,2,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,2,0,0,0,0,0,1,1,0,0,0,1,1,2,1,0,0,0,1,0,0,0,0,2,0,0,2,0,2,1,3,3,2,4,2,0,1,0,1,2,2,0,4,3,1,0,3,1,0,3,1,0,1,1,1,0,1,2,0,0,0,2,1
E00077148,E01015270,123,2,1,1,1,1,0,2,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1,0,2,1,3,0,0,2,2,0,0,0,0,2,0,1,2,0,1,1,1,1,0,2,0,3,3,2,5,1,3,3,0,1,2,2,1,0,2,2,3,1,3,2,2,2,2,5,6,1,2,5,5,1,0,0,0,3,1,0,1,5,2,0,1,1,0,1,0,3
E00077149,E01015270,143,1,0,1,0,2,1,0,1,0,0,1,2,0,0,0,0,0,1,0,0,0,1,1,2,1,1,1,1,2,1,2,1,2,4,2,2,1,2,2,1,1,1,3,4,0,1,1,3,2,1,1,4,0,2,0,4,0,4,2,2,3,3,2,0,5,3,1,2,4,5,1,4,2,3,4,2,1,4,2,1,2,1,1,2,2,1,1,0,1,0,4
E00077157,E01015270,153,0,1,1,1,0,0,1,0,2,3,1,2,2,1,0,0,0,1,2,0,0,1,3,3,2,2,3,1,0,2,1,3,2,2,1,2,2,2,0,3,0,1,0,3,1,2,1,3,1,4,2,4,5,1,2,3,3,7,2,4,2,4,3,5,2,2,1,3,3,2,3,3,1,2,2,1,0,2,0,0,0,0,2,3,1,1,1,0,0,1,1
E00077159,E01015270,93,0,1,3,1,0,2,2,1,0,0,0,0,1,2,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,2,1,0,0,0,0,0,0,1,0,0,1,1,2,2,2,1,0,0,1,2,2,0,1,2,3,1,0,2,0,4,1,1,4,2,3,1,2,3,1,5,2,3,3,0,1,2,3,1,1,0,0,0,0,1,1,0,1,0,0,0
E00077160,E01015270,95,0,1,0,0,0,1,2,0,1,1,0,1,0,0,2,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,2,1,0,0,1,2,0,1,1,0,1,0,1,0,1,3,0,1,1,2,4,3,2,2,5,2,2,1,4,3,1,5,3,2,3,2,2,0,1,0,1,2,0,2,2,1,1,1,0,0,2,0,2
E00077162,E01015270,100,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,2,3,0,1,5,6,1,1,3,3,2,1,2,2,5,2,1,4,1,2,3,0,0,5,0,3,2,0,6,0,2,2,1,0,0,1,1,3,6
E00077163,E01015270,93,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,3,0,2,1,3,2,0,1,0,1,0,1,0,2,1,2,0,4,0,2,2,2,1,1,1,0,2,0,2,4,0,0,1,2,5,0,1,1,3,1,3,1,1,3,1,6,1,3,0,3,1,2,0,1,0,0,1,2,0,0,0,0,2
E00077151,E01015271,131,5,2,2,2,5,2,2,1,0,0,0,1,0,2,0,2,1,2,1,0,1,1,0,2,2,1,0,0,4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,4,0,3,0,1,2,1,3,1,2,2,1,2,0,1,2,3,1,1,4,3,1,3,6,3,4,5,2,4,2,1,2,0,3,1,0,3,2,0,3,1,1,1,0,0,0,2
E00077154,E01015271,140,0,0,1,0,1,1,0,0,1,2,1,1,2,0,2,3,3,2,1,1,1,0,2,0,1,0,0,0,3,1,0,0,0,2,0,0,0,0,0,0,3,0,0,2,0,2,1,0,1,5,1,5,1,3,1,2,0,2,1,2,1,3,2,3,5,3,3,2,7,3,2,3,3,2,2,1,2,1,1,1,5,4,1,4,4,1,2,1,0,3,1
E00077158,E01015271,116,0,1,0,0,3,0,0,0,0,0,0,0,1,0,2,0,1,0,0,1,1,0,1,2,1,2,1,1,0,0,2,1,0,0,1,0,1,0,0,0,1,0,0,2,2,2,0,1,1,0,1,0,2,0,2,2,2,2,2,3,5,1,2,1,0,3,1,2,6,5,2,4,3,5,2,0,1,1,1,4,2,4,0,1,1,1,1,1,1,3,4
E00077168,E01015271,116,0,2,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,1,0,1,0,0,2,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,2,1,1,1,2,1,1,0,0,0,2,2,0,1,2,3,3,2,5,3,0,2,2,3,3,3,3,6,3,2,3,6,3,0,3,3,4,4,3,2,0,1,3,0,0,1,0,1,3
E00077169,E01015271,84,0,2,0,0,4,0,1,0,0,1,0,0,0,1,0,0,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,2,0,1,0,2,2,0,0,1,1,1,2,3,1,1,0,3,3,1,0,3,0,1,1,1,0,1,3,2,3,1,1,2,3,4,1,1,1,0,3,1,1,0,3,0,2,1,0,1,0,0
E00077176,E01015271,77,0,0,3,0,0,2,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,1,1,1,1,0,2,0,1,0,0,1,0,4,2,3,2,3,2,2,1,1,1,3,2,3,2,6,4,2,0,0,0,1,0,4
E00077179,E01015272,153,2,2,0,1,5,0,1,1,2,0,1,2,3,0,1,1,2,0,2,1,1,0,3,0,4,4,0,1,0,4,1,0,2,1,3,2,1,1,1,2,1,1,1,1,5,1,7,2,0,2,3,4,2,0,2,1,1,1,3,0,3,1,1,0,2,2,4,4,2,2,4,4,2,3,3,2,1,0,0,1,0,1,1,3,1,2,1,3,1,0,3
E00077180,E01015272,147,1,5,0,1,2,0,2,1,0,1,3,0,2,2,1,2,5,1,0,1,1,0,2,0,1,2,2,1,0,1,0,0,1,3,0,1,2,0,3,3,1,0,0,2,1,1,6,1,4,1,3,7,2,1,4,0,4,0,2,2,4,2,3,4,4,0,2,3,3,2,3,2,1,3,3,2,0,0,1,1,2,1,0,2,1,1,1,1,0,0,0
E00077185,E01015272,145,2,1,1,2,3,2,4,4,0,2,1,0,0,2,3,0,2,0,1,1,3,0,3,3,3,1,0,1,5,0,2,1,2,5,1,1,8,2,6,4,6,2,1,1,1,2,2,5,7,1,2,1,1,1,2,2,3,2,0,1,1,2,1,2,1,0,1,0,2,0,1,0,3,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
E00077195,E01015272,104,0,1,0,2,2,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,4,0,0,1,0,1,1,1,2,1,1,0,0,1,0,2,1,4,1,1,1,1,0,2,0,3,2,0,3,2,0,1,1,2,2,2,0,3,0,1,1,0,2,2,0,1,1,0,3,2,0,0,2,3,1,2,1,2,1,2,2,3,2,1,4,3,1,0,0,2,2
E00077196,E01015272,182,2,1,0,1,1,1,0,0,1,1,0,0,1,1,4,5,5,9,16,4,1,3,3,1,3,2,1,3,2,1,1,3,3,1,2,0,0,2,1,1,0,2,1,3,1,3,1,3,2,5,0,1,1,1,3,1,0,2,3,2,2,6,6,1,3,1,0,3,2,3,4,3,1,1,0,2,1,5,1,1,2,1,2,1,0,1,2,1,1,0,3
E00077197,E01015272,183,1,1,1,1,1,0,1,2,2,1,1,1,2,2,2,1,1,2,4,4,5,2,2,2,1,2,2,1,4,1,2,0,3,2,0,3,1,2,2,1,2,3,2,1,5,5,4,1,3,3,1,3,2,4,2,4,4,1,2,1,0,5,0,2,3,3,3,3,1,5,1,5,4,2,1,1,1,2,3,1,1,1,0,3,0,2,1,1,1,0,5
E00077182,E01015273,285,6,5,5,3,6,5,5,1,2,5,1,1,0,1,0,2,1,0,3,3,1,5,8,10,8,4,11,3,10,8,5,13,3,11,12,2,3,4,5,6,4,3,8,8,7,2,4,3,4,3,5,5,4,0,3,6,1,4,3,2,4,2,2,1,1,2,0,0,2,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
E00077183,E01015273,157,0,2,1,2,0,2,0,0,2,3,2,1,3,1,2,6,1,3,3,0,8,3,2,2,6,1,3,4,2,4,2,4,4,1,2,4,2,4,2,2,2,1,2,3,3,5,2,5,6,1,2,2,2,1,2,0,1,1,0,5,0,0,1,0,1,2,1,1,1,2,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
E00077189,E01015273,197,1,0,2,6,4,4,4,1,2,0,1,0,2,2,1,4,4,1,2,1,2,3,4,6,5,2,3,4,2,4,7,3,4,4,5,2,2,5,2,2,7,5,4,2,4,6,1,4,2,1,3,0,2,5,3,2,2,3,2,2,3,0,3,1,0,1,0,0,1,0,0,1,1,0,3,1,1,0,2,3,0,1,0,0,0,0,0,0,0,1,1
E00077191,E01015273,137,2,1,0,3,2,2,2,3,1,0,1,2,1,0,2,2,0,2,4,4,2,2,2,0,0,2,3,1,6,3,1,1,1,0,0,1,2,3,2,2,3,2,3,2,2,1,2,2,2,3,3,1,0,0,1,3,2,6,2,1,3,1,2,1,1,1,0,2,0,2,0,0,1,1,2,1,0,1,1,1,1,1,0,1,1,0,0,2,0,0,1
E00077207,E01015273,203,2,3,0,3,5,1,1,2,1,2,0,2,4,2,3,2,4,6,5,2,3,6,2,2,1,7,2,3,3,4,3,1,2,4,4,8,3,4,3,4,1,3,1,1,2,3,4,6,3,2,2,8,3,2,2,7,5,2,1,2,1,2,2,2,6,1,3,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0
E00077208,E01015273,184,3,2,2,1,2,2,3,5,1,1,3,1,4,2,1,4,3,6,1,3,6,0,2,3,1,1,3,4,3,2,2,5,2,3,5,5,2,6,3,1,4,6,3,3,0,2,0,1,2,5,1,4,1,2,2,2,4,3,3,4,2,0,0,2,2,0,1,3,1,0,1,1,1,1,0,0,2,0,0,1,0,0,0,1,0,2,0,1,0,0,1
E00077192,E01015274,178,1,2,2,3,0,3,5,1,0,2,1,2,1,0,0,1,2,3,0,2,4,1,4,2,3,4,2,4,2,4,5,6,4,6,4,4,2,4,3,3,2,2,3,5,0,0,6,5,2,3,3,3,2,1,2,1,1,4,1,4,1,1,2,1,2,0,3,0,1,2,0,0,1,1,0,0,3,0,2,0,0,3,0,0,1,1,1,0,0,0,0
E00077193,E01015274,147,0,0,1,0,2,1,4,0,2,2,2,0,2,1,1,4,0,3,3,1,2,0,1,0,2,1,0,3,1,2,1,2,6,1,2,3,0,2,3,1,3,2,0,1,1,3,2,2,1,3,5,1,1,2,0,3,2,0,1,1,4,2,2,1,1,6,2,4,1,3,3,2,1,3,2,3,2,1,1,0,0,1,1,1,1,1,1,0,0,1,0
E00077200,E01015274,157,2,0,3,2,2,5,2,2,4,4,4,3,1,2,4,2,1,4,1,1,2,4,4,1,3,1,2,4,3,2,3,1,3,3,1,5,4,0,1,1,4,1,2,1,2,2,3,1,3,1,3,1,1,1,2,2,3,1,2,1,2,1,2,3,0,0,4,1,0,1,0,0,1,0,0,0,1,2,1,0,0,0,0,0,0,0,0,1,2,0,1
E00077201,E01015274,150,1,2,4,2,5,4,0,4,1,3,4,0,5,3,0,4,1,1,4,4,4,3,0,1,2,1,2,4,2,3,3,1,5,0,3,1,2,2,1,0,3,3,1,4,2,2,1,0,2,4,2,3,2,4,3,1,0,1,3,0,1,1,1,2,1,1,0,2,0,1,0,2,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1
E00077203,E01015274,151,2,3,1,1,3,0,3,1,1,2,0,2,1,0,0,2,1,1,3,2,4,4,0,2,1,2,1,0,2,3,2,4,2,1,4,2,3,2,2,0,3,2,3,2,2,0,0,3,2,7,2,2,3,2,2,5,0,3,1,4,6,2,2,2,2,3,1,2,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,2,1,0,0,0,4
E00077209,E01015274,195,6,1,3,4,1,3,2,0,2,2,0,2,1,2,5,2,1,4,0,2,4,0,1,3,0,3,1,3,1,2,8,3,3,1,5,5,1,1,5,4,3,4,3,5,2,1,3,1,1,4,3,1,1,1,2,1,3,3,4,2,3,1,3,2,3,5,2,2,1,0,1,2,1,2,1,0,2,4,0,1,0,1,1,0,2,4,0,2,0,2,2
E00077184,E01015275,201,1,1,2,2,3,3,0,2,2,1,1,1,2,1,0,3,1,0,6,4,4,4,4,3,4,3,5,2,6,5,4,5,5,2,2,3,4,4,2,4,2,3,6,3,5,1,4,2,4,5,5,1,2,2,5,6,2,1,1,3,0,2,3,0,2,0,2,2,1,3,2,0,0,1,2,0,0,0,0,0,0,0,0,3,0,2,0,0,2,0,0
E00077186,E01015275,189,1,5,3,2,0,2,2,4,5,1,2,0,0,0,0,1,1,2,4,6,2,8,6,3,2,4,0,3,3,2,2,6,3,3,4,3,0,2,2,1,2,4,4,3,2,3,4,3,2,3,2,6,3,0,0,4,0,2,3,2,3,5,4,2,0,1,1,3,1,1,1,1,2,0,2,1,2,0,4,3,0,0,0,0,0,0,0,0,0,0,0
E00077187,E01015275,177,2,3,4,1,1,2,1,1,1,1,4,0,1,3,1,2,2,0,3,3,3,3,6,5,7,6,3,1,6,1,3,2,2,0,5,2,3,1,2,5,3,0,2,1,1,2,4,4,4,1,1,0,1,1,2,1,3,1,0,2,1,2,2,1,0,1,0,1,2,0,1,1,0,4,1,2,1,2,0,0,3,1,1,2,0,1,0,3,1,1,6
E00077190,E01015275,163,2,1,1,1,2,0,0,5,2,1,0,1,2,0,1,1,0,2,1,4,1,1,2,1,3,2,5,2,1,4,3,2,3,3,4,2,4,2,2,2,3,2,5,5,2,3,2,2,4,2,3,2,2,4,0,4,3,1,1,4,1,2,1,2,4,1,1,1,2,3,2,1,2,2,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,2
E00077194,E01015275,182,0,3,1,4,5,1,0,3,1,3,0,1,2,0,0,2,2,2,1,7,2,3,2,7,1,3,2,2,4,4,3,3,1,4,2,3,3,4,4,3,3,3,1,1,2,2,2,2,6,3,1,1,3,2,1,4,2,0,0,1,2,2,1,1,1,2,3,2,5,2,0,1,1,1,1,1,0,1,1,3,0,1,1,1,3,0,4,1,0,0,2
E00077181,E01015276,156,8,2,0,2,3,0,3,1,5,0,1,2,4,1,1,1,1,0,1,2,2,0,0,1,2,0,1,3,2,3,2,1,1,3,6,3,2,3,6,1,1,2,4,5,5,2,3,2,2,4,3,5,2,0,4,2,4,4,0,1,2,1,0,0,2,2,1,0,1,0,1,2,0,0,1,1,1,0,1,0,2,0,1,0,1,1,0,0,0,0,0
E00077198,E01015276,159,1,4,1,0,6,2,1,8,4,0,4,4,1,3,0,1,0,1,8,2,4,2,0,2,1,1,2,2,2,2,0,1,4,3,0,3,3,3,3,2,1,4,0,2,2,2,1,4,5,3,2,3,3,2,3,2,3,3,1,0,2,0,0,3,2,1,0,4,2,1,0,0,1,1,1,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0
E00077199,E01015276,180,3,3,3,7,5,5,3,2,3,4,0,1,3,3,2,1,2,2,1,1,3,0,2,0,2,4,3,2,1,2,2,3,4,3,4,3,0,7,3,2,5,3,1,4,8,2,4,1,0,2,4,1,2,3,1,3,3,2,0,2,2,1,3,3,1,0,2,3,2,0,0,2,0,1,1,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0
E00077202,E01015276,184,3,2,1,7,3,1,3,1,1,1,2,2,1,1,1,1,2,1,2,3,3,1,1,1,1,4,2,2,2,3,4,4,4,6,4,2,4,3,3,2,2,1,2,0,6,8,3,1,5,7,5,3,3,4,5,4,0,0,3,0,1,4,1,2,2,2,2,0,2,2,0,1,0,0,1,1,0,0,0,0,1,0,1,1,0,3,0,0,0,0,0
E00077206,E01015276,201,3,1,3,6,4,4,3,1,6,5,4,2,1,3,1,3,0,2,7,1,1,4,1,1,1,0,0,5,2,3,2,3,4,5,2,3,6,5,1,4,4,3,3,5,1,4,5,4,3,7,2,3,4,1,0,2,2,4,0,2,3,6,3,0,1,2,3,1,2,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3
E00077188,E01015277,307,4,7,8,3,8,4,4,4,4,4,3,2,3,0,1,2,8,2,1,4,5,4,3,3,6,7,6,8,6,6,7,8,11,5,9,5,8,5,6,6,5,4,6,10,4,2,5,4,5,6,1,6,2,3,1,1,1,1,2,4,3,2,1,2,0,4,0,1,2,2,2,1,1,1,0,0,4,0,2,0,1,0,1,0,1,0,2,0,0,1,0
