OA11CD,LSOA11CD,All Ages,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90
E00077168,E01015271,126,1,0,0,0,0,1,0,0,0,2,0,0,1,2,0,0,0,0,1,1,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,1,1,1,0,0,1,1,1,3,0,2,5,2,0,0,2,1,1,2,4,3,0,0,4,2,1,4,5,4,4,4,3,6,4,1,3,3,4,4,5,2,2,2,5,0,0,0,3,0,2,1,0,0,0,0,3
E00077169,E01015271,100,2,0,0,0,2,0,1,2,0,0,1,1,1,0,1,1,0,1,1,0,1,0,0,1,1,2,0,0,0,0,0,1,0,1,0,2,1,1,2,0,1,1,1,1,0,1,3,0,1,0,0,2,0,3,0,2,0,0,1,1,3,0,1,0,4,5,1,1,1,1,3,5,4,1,1,2,3,3,0,1,2,2,0,2,1,0,2,1,0,1,4
E00077176,E01015271,103,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,1,0,0,0,2,1,0,0,1,2,1,0,1,1,2,0,3,3,4,1,3,0,2,1,3,2,1,2,3,4,2,2,3,2,2,2,2,4,3,3,4,5,2,2,12
E00077179,E01015272,168,3,2,2,1,1,4,0,1,2,0,1,0,2,0,2,2,3,5,3,1,4,2,2,1,1,4,2,1,1,0,1,1,1,1,2,3,3,0,0,4,3,5,2,4,1,0,6,2,3,0,2,3,0,3,3,1,0,0,2,5,3,1,2,1,1,3,4,4,3,1,2,5,1,1,1,3,2,3,0,2,1,3,1,0,2,2,0,0,1,0,1
E00077180,E01015272,132,1,1,0,0,0,0,1,1,0,1,1,1,1,1,0,1,0,2,1,2,0,3,3,2,1,1,1,1,0,4,1,1,2,1,2,0,0,0,2,0,3,0,2,1,3,1,2,2,2,3,2,2,3,3,2,3,1,1,2,1,2,5,0,1,4,3,1,2,4,3,4,0,1,1,2,1,1,3,0,2,1,2,1,1,1,2,0,2,1,0,2
E00077185,E01015272,110,0,1,1,1,0,2,0,2,0,2,0,1,0,1,1,1,0,0,3,1,1,2,2,2,1,3,1,4,2,2,2,0,0,2,1,5,1,2,0,2,1,4,3,2,2,2,3,1,3,0,1,2,0,1,1,2,1,1,0,0,0,2,1,1,0,4,1,2,1,1,1,1,0,1,0,2,0,1,5,0,0,0,0,0,1,0,0,1,1,0,1
E00077195,E01015272,113,1,0,0,1,1,1,2,1,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,1,2,3,1,1,0,0,0,1,1,3,2,2,3,1,1,0,1,1,2,1,0,1,1,1,1,1,0,1,0,4,2,2,3,2,1,0,2,2,1,2,2,4,4,2,2,0,0,5,4,2,5,0,1,3,3,5
E00077196,E01015272,190,1,0,2,1,1,1,1,4,1,1,3,5,3,2,7,3,9,12,8,4,0,5,1,0,3,2,1,0,0,1,1,1,1,4,0,3,2,0,1,0,2,2,2,3,2,2,2,1,2,4,3,1,0,2,1,2,0,2,0,5,2,3,2,1,0,3,1,2,5,4,3,2,0,2,0,3,3,3,1,2,0,3,2,5,1,0,0,0,1,1,2
E00077197,E01015272,196,1,0,1,2,2,1,1,2,1,1,2,1,1,2,1,0,2,0,1,2,2,1,4,3,2,2,2,4,2,1,6,3,0,1,4,1,1,4,1,1,2,1,1,3,1,3,2,4,2,6,3,3,3,3,2,5,1,2,2,2,2,4,1,3,2,5,3,6,1,2,1,1,4,3,3,0,3,2,3,3,1,1,1,5,3,4,0,3,1,2,3
E00077182,E01015273,176,7,1,4,2,1,6,3,2,3,0,3,2,1,1,1,0,1,0,3,6,3,5,6,5,3,5,4,4,7,7,5,4,4,3,4,5,5,2,4,1,6,1,3,1,4,1,5,2,3,0,0,0,2,1,2,2,1,0,1,1,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
E00077183,E01015273,141,1,0,1,1,0,2,3,2,2,2,2,2,2,2,1,1,3,3,1,0,0,0,2,0,1,3,1,7,3,3,2,3,2,2,0,3,4,0,1,4,1,1,3,6,2,2,3,3,2,1,3,2,3,1,0,2,1,1,2,2,2,1,0,1,1,4,1,0,1,3,1,1,2,0,1,1,5,0,1,0,0,0,0,1,0,0,0,0,0,0,1
E00077189,E01015273,188,4,2,3,3,3,2,3,8,1,4,2,1,3,0,0,2,1,2,3,2,6,7,3,4,4,2,3,1,3,3,1,4,1,3,6,2,7,2,4,6,3,1,3,1,3,2,1,3,3,3,0,1,1,0,1,5,3,1,2,2,1,2,1,1,1,0,3,0,1,1,1,1,1,1,1,0,1,0,0,0,1,3,2,1,0,0,2,0,1,1,0
E00077191,E01015273,170,1,5,4,1,3,2,1,4,2,3,0,1,0,1,2,2,1,4,4,1,3,4,3,6,2,0,2,3,2,1,2,1,2,1,2,2,2,4,2,1,1,4,1,7,4,0,5,0,2,5,3,1,2,2,2,2,2,2,4,1,2,3,1,4,0,1,0,4,2,2,0,0,0,1,0,0,1,2,0,2,2,1,0,0,0,1,0,1,2,0,1
E00077207,E01015273,183,4,3,2,1,1,1,1,5,0,1,5,1,2,1,0,0,2,4,1,1,2,6,6,5,4,4,2,3,8,1,7,5,4,1,3,3,3,4,7,0,3,2,3,2,1,4,3,4,3,5,0,2,3,1,4,0,5,1,1,1,1,0,1,1,1,0,2,4,2,0,1,2,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
E00077208,E01015273,151,0,4,4,6,3,2,0,1,0,2,0,2,2,1,1,1,2,2,2,0,2,2,2,3,1,2,1,3,1,1,2,4,4,2,1,3,0,3,1,1,4,4,3,4,2,4,4,2,1,3,0,0,1,2,3,3,1,1,2,4,4,3,3,1,6,0,0,1,1,1,1,0,0,1,0,1,1,0,1,0,2,1,0,1,0,0,0,0,0,0,0
E00077192,E01015274,175,5,3,0,2,3,2,1,2,0,1,0,2,1,1,1,1,2,0,1,3,2,3,6,3,2,2,4,5,0,4,3,4,5,3,4,4,4,1,5,0,5,4,1,6,3,3,3,4,4,3,3,6,2,3,1,3,3,1,2,2,0,1,0,1,0,1,0,0,2,2,1,1,1,0,1,0,1,1,0,1,1,0,0,2,0,0,0,0,0,0,1
E00077193,E01015274,155,2,2,4,1,1,1,0,1,3,0,0,2,0,0,2,0,1,2,0,3,2,2,4,3,3,0,2,1,1,2,2,1,0,2,1,2,2,3,3,1,3,3,2,3,1,2,2,0,3,1,7,2,1,2,0,1,1,1,3,3,4,2,3,4,2,0,1,2,5,1,3,0,2,0,0,3,3,1,3,1,1,2,2,2,2,0,1,1,0,0,1
E00077200,E01015274,143,0,2,1,0,1,2,3,3,4,0,2,1,4,0,1,2,4,2,0,0,1,0,2,3,2,2,0,1,1,1,3,0,5,4,2,1,3,2,1,0,2,7,1,2,3,0,6,1,6,0,2,0,3,2,1,3,2,1,4,1,0,3,0,2,4,3,3,0,1,3,0,2,0,1,1,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0
E00077201,E01015274,149,2,2,2,4,4,1,0,1,1,1,2,3,1,0,0,1,2,1,2,1,0,1,1,2,3,3,2,2,2,1,4,2,1,2,3,2,4,0,1,5,3,1,4,1,3,5,2,1,0,4,4,1,1,4,3,1,3,3,2,0,3,0,1,1,2,1,1,1,0,2,2,1,0,1,0,1,4,1,1,1,2,2,0,1,0,0,0,1,0,1,0
E00077203,E01015274,164,1,3,0,2,1,2,3,2,2,3,1,2,1,0,1,0,3,3,0,0,2,2,1,3,2,1,2,3,1,0,4,3,2,4,3,4,3,1,2,2,3,2,1,1,2,3,1,0,4,0,7,4,1,2,4,0,1,1,0,2,4,0,0,0,2,1,3,1,2,2,2,0,0,0,2,1,3,1,1,1,2,3,2,1,0,4,3,2,2,0,5
E00077209,E01015274,171,2,2,1,3,3,1,2,0,4,2,1,3,1,0,1,1,1,0,1,1,0,4,4,1,3,1,3,3,0,3,4,4,4,5,3,3,2,5,3,5,3,2,0,3,3,3,1,3,4,0,1,3,2,0,0,6,1,4,1,1,1,3,1,0,2,2,2,2,4,0,2,1,0,1,2,0,0,2,0,3,4,0,1,0,1,2,0,0,2,1,1
E00077184,E01015275,207,3,2,2,4,2,3,3,3,4,4,1,1,0,1,0,1,1,1,4,5,3,9,5,5,7,2,4,6,2,2,6,0,3,3,5,5,4,3,4,3,2,3,6,5,3,1,3,3,1,3,1,4,2,3,0,2,2,3,4,0,4,3,1,1,2,3,2,3,1,1,0,0,1,1,0,1,0,0,0,0,1,0,0,2,2,0,1,0,0,0,0
E00077186,E01015275,175,1,0,4,2,1,3,2,3,4,3,2,1,1,2,1,0,2,3,1,1,0,0,4,5,4,4,3,1,2,3,1,3,2,2,1,0,2,2,4,2,4,5,3,4,3,0,3,1,1,4,4,3,3,2,0,2,1,3,4,1,3,3,0,3,5,2,2,2,3,2,0,2,2,1,1,1,1,1,2,1,2,0,1,1,0,0,0,0,0,0,1
E00077187,E01015275,161,0,3,2,2,1,1,2,4,2,1,1,2,2,0,0,4,0,2,1,6,2,7,5,2,4,1,4,3,3,2,1,6,5,3,0,2,3,3,2,1,3,1,2,2,2,2,1,1,2,3,1,4,4,3,3,1,2,1,1,3,0,1,0,1,1,2,0,2,1,0,2,4,1,0,1,0,1,0,2,0,0,1,1,0,0,0,1,1,1,0,0
E00077190,E01015275,167,2,1,1,4,4,2,1,2,2,1,3,0,3,2,1,1,3,1,1,1,4,3,3,2,4,2,0,4,0,1,3,2,5,0,4,2,1,2,1,3,6,7,2,3,2,0,1,6,3,4,2,3,3,2,0,2,0,3,1,5,0,3,0,1,4,3,1,1,2,2,2,1,0,1,1,1,2,0,0,0,1,0,0,0,0,2,0,0,0,1,1
E00077194,E01015275,190,3,1,1,2,1,0,4,3,6,4,3,0,3,0,1,1,0,2,2,3,3,2,2,4,4,5,1,4,6,4,4,3,1,4,2,0,7,2,5,1,1,2,1,2,1,3,2,1,2,2,4,0,1,3,6,2,0,2,2,5,0,2,2,2,7,3,3,4,3,1,1,2,2,3,0,1,1,2,0,0,1,1,1,1,0,0,0,0,0,1,0
E00077181,E01015276,179,6,4,6,1,2,2,1,4,1,1,1,4,5,1,2,4,2,1,4,0,1,2,0,0,0,1,6,5,1,1,2,3,1,7,5,3,3,2,2,2,1,2,1,2,5,2,4,0,4,7,1,1,5,2,6,3,2,2,0,2,3,1,1,2,0,1,0,0,3,0,1,0,0,1,2,1,0,1,2,1,2,0,0,0,0,2,1,0,2,0,1
E00077198,E01015276,179,2,3,4,0,4,4,3,2,2,1,4,0,1,3,2,3,3,2,4,6,0,0,3,3,2,0,0,1,1,3,1,1,4,4,2,2,5,3,2,2,3,2,1,2,3,3,2,2,3,7,3,6,4,3,2,2,5,0,1,2,5,1,3,0,1,1,1,1,3,1,1,1,0,0,0,1,1,2,0,0,2,1,3,0,1,0,0,0,0,0,1
E00077199,E01015276,158,0,3,4,1,0,3,2,2,4,2,2,3,2,1,1,4,2,2,2,1,2,1,1,1,2,0,3,1,1,0,3,2,4,2,6,4,2,1,3,5,3,2,2,4,5,4,3,1,1,2,1,1,4,5,2,2,2,0,0,2,1,2,1,4,1,0,0,1,4,5,0,0,1,3,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0
E00077202,E01015276,192,4,1,3,2,4,1,3,2,0,6,2,1,4,0,2,2,0,0,3,3,4,2,2,4,2,1,3,4,4,3,1,3,5,4,3,4,4,2,2,1,2,1,1,3,3,7,1,5,4,4,3,7,0,2,2,3,3,1,1,2,3,0,3,2,2,3,1,1,2,0,2,2,2,0,0,1,2,1,2,1,1,1,0,1,2,0,0,0,0,0,1
E00077206,E01015276,185,1,4,2,1,2,4,2,2,1,1,4,1,1,1,3,1,5,7,1,5,5,5,4,1,1,0,1,2,1,0,6,5,4,1,3,5,5,3,1,2,1,3,1,3,3,6,3,2,3,1,2,3,2,1,0,3,3,2,0,4,3,3,0,1,0,4,4,2,0,1,2,1,3,1,0,0,0,0,1,0,1,0,0,0,1,1,4,2,0,0,0
E00077188,E01015277,245,3,4,5,7,2,3,9,5,2,4,2,4,2,1,4,1,2,3,3,1,4,2,4,4,7,6,7,7,4,3,6,4,6,7,7,7,4,7,2,4,5,0,2,1,5,3,0,3,2,3,3,4,4,3,4,2,2,1,0,1,1,2,3,2,1,2,1,1,0,3,1,1,1,1,0,0,3,0,0,1,0,0,0,0,0,1,0,0,0,0,3
E00077204,E01015277,220,4,4,3,4,2,5,2,4,2,2,1,3,5,4,2,2,0,3,1,8,2,5,4,2,4,4,6,1,5,5,2,7,2,4,7,5,2,4,5,2,3,6,4,2,1,3,2,1,3,2,5,1,3,6,2,1,2,1,5,1,2,2,1,2,0,2,0,3,1,2,0,3,0,1,1,0,2,0,0,0,2,0,0,0,2,0,0,0,0,0,1
E00077205,E01015277,190,3,1,1,2,10,5,3,0,2,0,1,0,2,1,2,0,2,3,2,0,2,2,2,1,1,4,7,2,6,3,3,4,4,6,3,1,7,2,3,2,4,2,3,4,1,2,1,3,3,1,5,3,4,0,5,2,1,2,3,2,0,1,3,2,3,5,2,1,1,1,2,2,1,1,1,1,1,0,0,0,0,3,2,0,0,0,0,0,1,0,0
E00077210,E01015277,183,2,2,3,1,3,0,3,6,1,2,2,1,1,0,1,0,4,1,1,1,4,1,1,0,3,3,2,3,3,5,3,5,2,4,9,3,7,6,3,5,4,1,6,3,1,0,1,0,2,1,2,2,0,3,4,1,2,2,0,4,2,3,0,1,1,1,1,2,0,2,3,0,0,3,1,2,2,4,0,0,0,1,0,3,2,0,2,0,0,0,1
E00077211,E01015277,152,1,2,2,3,2,5,2,1,2,2,2,0,0,1,2,0,1,2,1,5,3,2,3,1,2,2,6,4,1,1,1,1,2,1,2,6,3,2,4,1,3,0,2,1,1,3,3,0,4,5,0,3,1,0,1,0,3,2,5,0,3,0,3,2,0,2,2,2,1,0,2,2,1,1,0,2,2,0,0,1,1,1,0,1,0,0,0,0,1,0,1
E00077212,E01015279,149,5,8,2,2,0,4,5,0,2,2,1,1,2,0,0,0,0,1,0,0,0,4,5,1,0,4,2,3,2,4,4,3,4,4,2,4,3,1,5,1,1,5,4,2,2,2,1,2,1,0,3,1,2,1,2,5,0,1,4,0,3,0,1,1,0,0,0,0,4,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0,3
E00077214,E01015279,184,3,2,0,0,2,3,0,2,3,2,3,2,2,4,1,1,1,3,2,4,8,2,6,3,5,5,4,7,4,4,5,2,2,4,3,6,3,5,4,2,3,2,0,4,1,2,2,1,0,3,2,3,0,2,7,4,1,5,1,1,1,0,2,1,2,1,1,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,3,0,0,0,0,0,0,0,0
E00077216,E01015279,231,3,3,3,4,0,2,2,2,0,1,1,1,1,1,0,2,1,2,1,2,3,4,6,9,8,8,7,8,10,5,8,4,5,3,1,5,6,2,3,3,6,1,6,2,3,3,3,1,1,3,4,1,3,3,5,5,6,1,2,3,1,0,0,1,1,0,0,1,3,4,0,1,1,1,0,0,2,2,0,0,0,1,0,2,1,2,0,0,1,2,2
E00077218,E01015279,163,0,1,0,1,0,3,2,1,1,0,1,0,1,0,1,1,2,0,1,0,0,2,2,2,6,4,4,3,6,3,8,2,2,2,2,2,2,3,1,1,2,1,3,0,3,0,2,0,2,3,1,2,1,0,1,0,1,1,2,0,0,1,1,2,0,0,1,1,0,0,0,0,2,0,1,2,3,0,0,0,5,4,2,6,3,3,2,1,5,4,16
E00077221,E01015279,160,1,5,3,2,3,4,3,2,1,1,1,0,1,3,0,2,0,3,0,1,3,4,3,4,2,3,3,3,3,7,5,3,6,3,3,3,5,2,0,3,3,4,1,1,2,2,3,2,3,0,3,1,1,0,0,4,4,2,1,2,1,2,2,1,0,0,0,1,1,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1
E00077223,E01015279,95,1,2,2,1,0,2,0,0,1,0,1,0,0,0,1,0,0,0,3,0,1,2,4,1,7,4,2,2,2,2,3,4,5,2,1,4,1,1,2,0,1,1,2,1,1,2,1,0,1,1,2,1,0,0,0,1,2,2,0,1,0,0,2,2,0,0,2,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
E00077213,E01015280,229,5,6,5,3,6,3,4,1,1,0,0,1,0,1,4,3,2,0,4,1,2,2,2,4,4,1,9,7,3,4,6,8,8,3,6,6,4,2,4,3,4,3,7,0,5,0,1,2,1,3,2,4,3,2,1,4,4,4,2,1,1,1,1,0,0,1,3,5,0,2,0,2,1,1,2,2,1,1,0,0,3,0,1,1,1,0,0,0,0,1,7
E00077222,E01015280,204,4,6,2,3,4,2,2,1,4,3,1,1,1,0,2,1,4,1,5,6,0,3,5,3,3,4,7,1,9,10,9,5,4,6,10,4,2,2,2,0,1,1,2,3,1,2,0,2,1,0,0,3,0,0,1,0,5,1,0,3,1,0,1,0,2,3,0,1,0,0,0,1,0,1,0,1,0,0,1,3,0,2,2,2,2,2,2,0,3,0,6
E00077224,E01015280,139,0,0,4,2,1,1,2,1,0,2,0,2,0,1,0,1,1,2,3,2,1,0,0,2,3,4,4,3,3,3,3,1,3,0,0,5,4,3,2,0,3,0,2,2,3,2,2,1,0,2,1,1,2,0,2,0,2,1,2,3,0,1,1,2,2,1,3,1,0,1,1,1,3,0,0,0,1,0,2,1,3,1,2,1,0,0,1,1,0,1,8
E00077225,E01015280,98,1,1,4,2,0,0,2,2,0,1,0,0,1,1,0,0,1,1,1,3,0,5,0,2,1,2,3,4,3,5,2,2,2,5,2,1,1,0,1,1,2,2,4,1,2,0,1,1,0,4,2,0,2,0,0,1,0,1,0,1,0,0,1,0,0,1,2,0,2,1,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E00077236,E01015280,126,1,1,3,2,4,4,4,2,4,1,0,0,0,1,0,1,0,0,0,0,1,2,0,2,3,4,1,3,1,4,1,4,3,3,3,1,1,4,3,4,2,1,3,1,1,2,2,2,2,0,0,0,0,0,1,2,4,0,1,2,1,0,1,1,3,1,1,0,3,0,1,1,0,1,0,0,0,0,1,1,0,1,1,1,1,0,0,1,0,1,2
E00172741,E01015280,79,3,0,2,5,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,3,2,1,2,3,1,2,2,3,3,4,3,0,4,2,0,2,1,0,3,0,0,2,4,1,2,3,0,1,2,2,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
E00172759,E01015280,84,1,4,0,0,0,1,2,2,0,0,0,0,1,1,1,0,0,0,0,3,1,1,2,2,2,2,2,5,3,3,2,1,3,1,2,1,2,1,0,1,2,1,3,2,1,2,1,1,0,0,2,0,1,3,2,1,0,0,0,0,2,2,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
E00172762,E01015280,80,4,1,2,2,1,2,3,1,0,1,1,0,0,0,1,0,1,0,0,0,2,1,3,2,3,2,2,6,0,1,5,3,3,1,3,1,0,1,1,1,0,2,0,1,1,0,2,0,2,0,0,1,0,1,2,1,0,0,1,2,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E00077220,E01015281,116,0,2,1,2,0,0,1,4,0,2,1,0,1,2,1,3,0,2,3,2,2,2,2,0,1,1,4,0,3,1,1,1,1,1,2,1,0,2,4,3,2,0,2,1,2,2,2,1,3,1,3,1,2,0,1,2,1,2,1,0,0,2,3,0,0,0,0,1,3,2,1,1,1,1,1,2,0,0,0,1,2,0,3,0,1,0,0,1,0,1,1
E00077229,E01015281,180,1,3,2,3,2,5,2,1,3,3,1,1,3,6,2,0,3,0,0,3,1,0,3,3,1,4,2,5,4,4,3,8,4,10,5,3,4,3,5,5,4,4,3,1,1,0,1,0,2,3,0,3,3,3,1,1,2,2,1,0,3,2,1,2,1,0,1,1,1,3,0,2,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,2,0,0,0
E00077230,E01015281,81,0,3,1,2,2,3,1,0,0,0,0,0,0,0,0,0,2,1,0,0,3,1,0,2,2,1,0,2,3,2,0,1,0,4,1,5,2,4,1,1,1,2,0,0,2,2,1,1,1,1,2,1,1,0,1,1,2,3,0,1,1,0,0,0,1,1,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
E00077231,E01015281,153,3,2,2,3,6,6,0,4,2,3,2,2,0,1,1,3,1,1,3,4,2,1,3,5,2,1,2,0,3,4,4,3,4,5,2,3,1,3,1,3,2,3,3,2,2,1,1,1,0,3,3,6,1,1,2,0,3,1,1,0,1,0,0,2,2,1,1,1,3,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
E00077232,E01015281,128,4,2,0,2,0,2,3,2,0,1,3,1,2,0,0,2,0,1,2,0,1,3,4,2,3,0,1,4,3,5,3,1,2,4,5,2,3,2,1,4,0,1,2,2,4,1,1,1,3,2,1,1,1,2,2,1,2,3,1,6,1,1,0,2,0,1,0,2,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
E00077233,E01015281,208,4,3,2,1,2,3,0,6,1,1,4,6,2,1,5,4,1,5,3,5,2,3,2,4,3,0,4,5,4,6,6,4,2,5,2,2,2,3,1,2,4,5,2,8,5,1,0,4,2,5,5,4,2,1,1,3,1,0,1,4,2,2,3,2,1,0,0,1,3,1,0,4,0,1,3,0,0,1,0,1,1,0,0,2,0,0,0,0,0,0,1
E00077235,E01015281,64,2,0,0,0,2,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,2,2,1,2,1,1,2,0,0,1,0,2,1,0,1,3,0,2,1,0,0,1,0,1,0,1,2,2,1,2,1,2,0,2,0,3,2,0,0,0,1,0,1,0,1,0,3,1,0,0,1,0,0,0,0,0,1,1
E00077234,E01015282,100,0,0,1,2,1,2,1,0,1,1,0,1,1,1,0,4,0,3,0,2,2,2,2,1,1,2,3,3,7,6,2,2,0,0,1,2,2,1,2,1,1,3,3,2,4,2,0,1,1,2,3,0,2,1,2,1,0,0,1,0,0,0,2,0,2,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
E00077237,E01015282,101,2,1,1,2,0,1,6,0,1,2,2,0,0,0,0,1,0,0,0,1,0,0,0,2,1,5,4,2,1,5,4,1,2,5,4,5,3,1,3,4,1,1,0,1,2,0,0,4,0,2,2,0,3,1,2,1,0,2,0,2,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
E00077239,E01015282,100,0,3,0,2,1,3,3,2,2,0,0,1,0,1,0,2,1,0,0,4,1,1,2,3,3,3,1,1,5,0,2,4,4,5,1,4,1,0,3,0,1,2,1,1,2,0,2,3,2,0,1,2,2,0,1,0,0,0,1,0,2,0,1,0,0,1,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
E00077240,E01015282,66,2,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,2,1,2,1,4,0,0,2,1,2,2,1,1,2,4,1,0,1,0,0,3,1,0,0,1,2,1,3,2,5,1,1,1,1,2,1,0,0,0,3,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E00077241,E01015282,107,1,0,1,0,1,1,0,1,1,1,0,3,1,1,2,2,0,4,0,0,4,1,0,2,2,1,3,0,3,4,4,2,3,0,2,2,1,4,3,1,3,2,1,4,1,1,2,1,2,4,3,3,0,1,2,0,1,1,1,0,0,2,1,1,2,2,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
E00077242,E01015282,144,2,2,3,0,0,2,1,1,1,3,0,0,1,0,0,2,2,0,1,1,2,4,1,2,2,3,5,9,7,3,2,2,7,8,4,2,0,2,2,2,2,4,0,4,3,1,4,1,0,3,3,3,1,3,0,2,0,2,1,3,2,1,0,1,0,2,1,0,0,0,1,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E00172736,E01015282,87,1,1,0,0,2,2,1,2,1,0,2,0,0,1,1,0,0,1,1,1,0,3,3,1,4,4,5,5,6,3,1,1,1,1,0,2,0,0,2,1,0,0,3,1,1,1,1,1,0,1,1,4,0,1,0,1,2,1,0,1,0,1,0,1,2,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E00172744,E01015282,104,3,2,2,1,2,3,0,2,2,2,0,1,2,0,0,2,1,2,2,2,1,3,0,1,2,2,6,4,7,1,5,2,1,3,4,1,0,2,2,0,1,0,1,2,0,1,1,3,0,1,1,2,2,0,0,1,0,1,0,0,0,1,0,1,0,0,0,2,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
E00172748,E01015282,75,0,0,1,1,0,0,0,0,0,2,1,1,0,0,0,0,0,2,1,0,1,0,3,1,1,0,1,2,2,0,3,1,2,2,2,3,0,1,1,1,0,2,3,1,3,1,0,1,1,1,1,4,1,1,0,0,1,1,0,1,2,0,2,3,0,3,1,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1
E00077250,E01015283,94,2,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,1,2,4,2,2,2,3,1,3,2,2,1,4,2,5,4,3,0,1,2,0,2,0,3,1,2,0,2,0,3,0,1,1,1,1,1,1,2,0,0,0,0,0,0,1,2,1,0,2,0,2,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,5
E00077253,E01015283,169,2,1,2,1,2,0,1,0,2,0,0,0,0,0,0,0,2,1,2,3,6,9,6,3,13,8,7,9,10,11,4,10,4,6,7,5,5,1,3,1,0,0,1,1,0,1,0,4,4,0,0,2,0,0,1,1,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E00077260,E01015283,120,0,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,5,6,2,4,11,8,5,2,5,3,6,6,2,0,4,4,1,1,1,0,0,0,0,1,0,3,0,3,0,1,2,2,0,4,1,0,0,1,1,0,0,2,0,1,1,2,0,1,1,0,1,0,0,2,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
E00077261,E01015283,193,1,2,2,1,2,1,1,0,1,1,0,0,0,0,0,1,0,2,1,4,2,6,5,14,13,10,11,11,18,7,7,9,4,1,5,4,1,3,6,1,2,1,1,3,1,0,1,4,1,0,0,2,2,1,0,1,1,0,1,1,0,1,2,1,2,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
E00077265,E01015283,94,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,2,0,2,0,4,1,4,4,9,6,5,4,4,4,4,5,6,3,2,1,2,2,1,2,0,1,0,1,0,1,4,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
